,Florida,California,Pennsylvania,Texas,Virginia,New York,Massachusetts,Colorado,Connecticut,Arizona,Utah,Illinois,the District of Columbia,New Jersey,Michigan,North Carolina,New Hampshire,Wyoming,Maryland,Maine,Washington,Idaho,Oregon,Georgia,Iowa,Missouri,Indiana,Minnesota,North Dakota,Nevada,Delaware,Montana,Louisiana,Hawaii,Rhode Island,Vermont,Alabama,Tennessee,Wisconsin,South Carolina,Nebraska,New Mexico,Ohio,Kentucky,Alaska,West Virginia,Kansas,Mississippi,South Dakota,Oklahoma,Arkansas
2000-11-01,114168.18867490534,212042.53445764308,106626.53898871427,116269.05176900605,134098.13462323998,166640.92780320445,222918.52345909728,198234.81100924648,179203.03762806323,142929.84332421594,179583.03655615647,141085.82471515358,177218.43612187015,186885.74714353355,128032.42329765164,135559.2613391216,150258.96029913484,,160629.4564730616,118322.67998461089,186917.4345141428,129032.94539812527,159466.75531714997,135227.33897456308,97471.82732622912,105463.1415703763,102012.25736650923,142527.9004026513,,161642.5640743391,158151.8144726292,,115153.90285541154,204583.17956489287,144973.58344337833,128090.96415106814,104702.3210900388,117210.24065535476,130076.06024525179,120343.77873593532,121693.72709655424,,112660.30113108766,90137.14663740767,141657.82325620487,77047.95992369116,94701.26475373867,93981.72614827291,110278.58537042512,87953.03875916569,93661.92339299171
2000-12-01,114907.23129017452,214431.99833465507,107128.06749715569,116650.2657693468,135037.81998404823,167943.3313660797,225979.53777962402,200253.62372718254,180514.27512641487,143575.40522568356,180121.98801257028,142003.0783547446,177584.82273717038,188359.70768712682,128924.9448871732,136159.09041744878,152158.14844585472,,161525.5405489646,119435.76412257303,187747.30210375632,129284.56497032219,159929.638278975,136208.0105159488,97979.21670778409,106200.96583310107,102687.25336137139,144209.3802839622,,162361.71932599772,158942.59092913268,,115804.26116080042,205367.9968876509,146098.1800587897,129031.6941961613,105165.28782651796,117638.23471340547,130694.43079764872,120797.44011426577,122040.75701085445,,113135.12171379801,90575.6370443693,142011.3025915537,77648.21596940346,95152.80875212268,94653.51665394829,110173.39238080474,88361.08035865251,94175.10834185187
2001-01-01,115582.99109928963,216453.36718079544,107623.10932676202,116877.86783108102,135984.081896803,169192.52976938468,228745.49798977104,202278.3670222162,181663.1595155873,144204.09470266782,180623.735552446,142661.4954054053,178400.1193790517,189739.2759961906,129768.31898506335,136778.56151806097,153887.0785026475,,162265.1105251078,120805.66942482161,188615.52864198285,129692.4616922434,160451.48725146745,137159.98106876676,98323.48161091981,106751.41585312376,103174.12573644926,145725.47534227427,,163099.0161314182,159819.2842538739,,116525.4194154322,206025.22437447208,147202.0030517047,129867.03423957322,105682.44037968689,118127.17003420684,131260.77700597027,121325.85506243813,122570.66276334984,,113575.68490827408,91085.7165534341,144510.4281691348,78378.56242018305,95714.48012414305,95264.98030026005,110236.57699637914,88815.19956243578,94781.8764817642
2001-02-01,116254.35919127474,218452.08560471077,108075.73896107612,116843.47692905333,136823.41717052937,170232.19394170167,231271.12936371999,204185.83969231753,182617.18865692682,144831.19827951156,180912.34514500186,143321.2240902642,179235.16387555512,191261.18721870251,130419.63070687883,137240.5044497724,155737.64558478093,,162937.37944314757,122073.47780304363,189474.2217931101,130105.96322928641,160893.56867602884,137979.210932939,98634.08514855156,107132.16645243193,103340.82103999508,147082.19400760703,,163881.3898763933,160535.2381503234,,117154.47909281809,206675.107267015,148307.06203415486,130801.24090274861,106120.41590911221,118514.46316788327,131814.19635471035,121798.641769519,122926.16861001222,,113926.18799704428,91551.06787866699,148465.3712719035,78835.63924337433,96362.66877091298,95632.62537459786,110463.72982777067,89255.90481590333,95172.52859468677
2001-03-01,116956.18489540771,220701.80803299174,108530.99141237431,116615.72827640017,137688.23027253067,171169.90230498835,233760.52139222823,206119.62139560652,183678.2019395428,145461.28243467666,181085.68647719073,144036.40616628874,180413.95081456448,192772.77508816982,130952.01500011969,137614.10808774104,157479.4106222782,,163508.85038405118,123260.59400102473,190282.07240660558,130675.16220737477,161363.34476182595,138678.83553583192,98832.25997350336,107553.62647356822,103339.40705883928,148429.72666904322,,164733.48763755595,161315.0308029366,,117760.33130975727,207257.12694491912,149484.60129554733,131779.67695054263,106481.34407222846,118839.21955237222,132367.47425560307,122288.19664191995,120451.22774373123,,114251.68216910795,91994.71694774706,153514.2067347366,79180.44496976909,97044.74552646485,95857.73711283486,110929.9867902086,89637.73890521313,95465.94906919061
2001-04-01,117785.21079934984,223499.03258013143,109019.4718392617,116482.29682744312,138592.2006746471,172148.9079219117,236332.52474549867,208002.25742664826,184903.98368176012,146101.8479352094,181265.79788356376,144765.09651911605,182208.3861902942,194370.00565547115,131418.49434877757,137890.28140452385,159276.0449210191,,164278.03116084266,124195.8392095159,191072.17367692455,131223.22243813472,161773.4313851091,139323.74524642187,99106.06357223909,108095.83385155251,103293.13136852618,149889.07665321426,,165585.4018632207,162058.6056750925,,118288.69100210846,207952.19462261113,150853.74368937642,132762.5825830855,106741.57800796327,119097.26273718337,132977.74540243737,122623.48307418804,116917.70015576536,,114573.99244369066,92392.54091116421,157335.6503886986,79342.11945699327,97633.3859652159,96046.29397775563,111349.47687604018,89996.44229637795,95648.42593226118
2001-05-01,118693.24420404836,226302.0482807753,109486.95768599189,116527.09738160322,139592.08048762206,173230.1275720712,238989.82154042716,209881.1579432174,186284.52709823495,146752.05160956868,181368.22195373257,145632.27696365246,184256.70358201256,195946.41854604825,131984.3987959143,138211.6113610185,161281.3920601789,,165178.3322522832,125313.84269751137,191755.19287801793,131759.51804959928,162234.04517868266,140036.16864805666,99419.54140276545,108739.37139925086,103497.48382102647,151380.3103154817,,166492.30299625848,162829.7201974246,,118771.40402890486,208956.86301968325,152310.2526510335,133670.39561705381,106999.23738129482,119395.06446811605,133608.21041330366,123001.93909336587,113260.98868738247,,114923.67643666994,92808.25811970227,160502.29926131046,79658.48242673483,98183.1393225721,96385.15292917086,111963.39854470646,90310.78675312176,95982.6641677746
2001-06-01,119641.08468289096,228848.35615607406,109962.9202973878,116662.94262922276,140592.17187738264,174423.53400059798,241779.97996414543,211559.99860780514,187676.05957725676,147407.88558599,181539.66614380432,146546.15674839143,186232.777744454,197702.57601023177,132562.1273187533,138534.8184632498,163427.55638021525,,166262.06540830949,126547.50307126627,192454.20808390537,132158.4386456695,162714.34278110065,140747.53412677135,99819.39421179838,109443.02627878384,103860.12989139794,152872.9253003749,,167371.75757330703,163586.87590975888,,119213.13365034871,210098.40096817745,153812.5425013832,134526.9520136567,107264.53825877477,119685.8080113757,134273.2402780419,123403.91567350419,112340.54661100711,,115267.93143481556,93251.0424693661,163161.40812271042,79979.23803829616,98715.5877551622,96744.79958057897,112279.6774949652,90622.65784875846,96362.38673821883
2001-07-01,120660.04078031478,231232.2752288384,110475.00476992039,116822.51950361708,141668.99661351068,175676.43287330552,244738.77595213856,213215.66384593677,189024.95668273745,148031.8461270507,181682.19956039017,147488.90589855134,188218.97314404382,199593.68314070968,133161.06127377102,138843.3300979461,165575.45335755777,,167426.84938424896,127937.9308524975,193115.3360362744,132567.6996181732,163276.66867361314,141457.03214262202,100223.93617149051,110161.9371492967,104300.608693354,154438.3270576457,,168308.90096122006,164307.6847771548,,119637.31997930257,211351.59529629382,155423.25957994632,135405.74968524274,107564.68858300579,119964.46416816696,134981.59062818545,123896.2420631905,112312.48272222765,,115652.01762754733,93692.7485209466,165655.57792871093,80299.90558263169,99237.56596864013,97043.41869416907,112582.11382857598,90916.41686340033,96800.17104594037
2001-08-01,121740.06583257132,233529.21688489508,111039.10344003698,116965.85614630104,142753.7587177633,176991.59928385264,247962.79636870162,214846.65815654467,190771.2452784897,148648.90854270672,181959.63872525585,148642.76809647246,190408.54528732633,201681.12960838096,133795.73971779793,139194.42301856514,167537.51427540477,,168711.25000667298,129130.25087904652,193929.8379061343,133063.651167892,163916.36564892498,142177.54030374077,100666.11262524543,110821.38906898396,104687.53548290489,156142.9729599814,,169264.7904955723,165071.141853415,,120115.19248195832,212574.08683781177,157349.27803872162,136214.33049590705,107831.59002034186,120292.627466063,135727.59365696518,124298.54586427088,112486.76604976435,,116078.36345416687,94082.8017925211,167460.62049273893,80597.12075661654,99727.22570730529,97382.59255052422,112654.42385009666,91244.59074753469,97164.65093388065
2001-09-01,122859.74186672633,235758.61395903552,111610.05220167495,117116.60672664778,143872.10245692576,178277.88945389926,251094.81655192803,216378.8947640475,192704.49625758847,149269.99226641734,182217.26188975814,149967.18412084543,192736.15139992104,203919.4957329697,134485.82067222102,139553.33902287192,169509.22143879006,,170026.9121207661,130261.7258796135,194669.47236780915,133598.498515688,164516.24373431728,142895.49513970452,101107.60592660599,111455.18350985927,104894.27830794519,157962.40384406413,,170251.33464487587,165882.95369771242,,120599.03827319958,213926.12228859364,159465.935293398,137030.66519848836,108131.48392378469,120640.35574640601,136477.84894369845,124642.71609928193,112730.11040956603,,116513.21210729073,94418.32721465628,168728.34588147435,80849.57890385996,100167.2327263003,97694.65425909091,112748.8877370385,91589.47009349347,97477.29105857841
2001-10-01,123982.4902532928,237843.14821398037,112134.69844035419,117274.28853856066,144942.81780815215,179631.75576700582,254433.62052964707,217717.81836688812,194883.7412119833,149941.07174370496,182487.89726745329,151490.8631993713,195070.25962177644,206254.97456054963,135184.473647157,139948.40417343145,171402.11546196576,,171281.44401258673,131279.16767166593,195495.38903373593,134101.52336297522,165094.47066063064,143605.30521502858,101556.42734986183,112117.21400532527,105210.86380183052,159842.01671402642,,171253.3235174997,166749.84227228208,,121073.42985411109,215308.63076314854,161829.84515281743,137908.37738383564,108476.18921777631,121022.0145384107,137206.59313568485,124964.13625819306,112964.46874823589,,116930.49035819453,94713.48529690709,169572.2548464023,81120.90012085917,100600.38142949723,98177.64020754125,112965.07621655916,91912.59335051214,97677.676898046
2001-11-01,125059.24910394015,239801.43725821868,112667.44864656794,117389.49678392727,146050.9611276559,181049.02142161856,257713.72648426684,218808.8999802377,196787.9003636495,150636.3933745449,182685.67927866112,152653.46078169637,197298.2781273082,208390.96649117643,135818.56464731277,140256.90933356926,173228.23053751295,,172509.66635370484,132486.42902606897,196221.60787698222,134421.2481291751,165609.44800465542,144248.5797644357,101990.27409274619,112822.59376666254,105457.8814096548,161630.85952264626,,172189.75091313946,167651.62058052444,,121527.71331392515,216535.97688804832,163943.63467057658,138951.75201428964,108814.18113098758,121334.72965576069,137899.68395402547,125300.8710448286,113195.23590936209,,117307.57265425198,94995.38209753302,170541.03408092406,81284.6212824167,101019.20338753471,98539.80050999329,113222.79878450201,92179.01164758475,97815.68679337855
2001-12-01,126115.28016526236,241632.69053230959,113171.38710814058,117482.57160267756,147102.72396453362,182553.87669916858,260801.50396387605,219665.8843740097,198365.99451056437,151286.53349269414,182774.93126350304,153513.73998424015,199557.97360031563,210315.9170387698,136405.39944942144,140527.33223939472,175038.21139441585,,173757.28027623074,133659.4310412009,197109.22575046006,134703.8440844497,166153.84043604982,144848.16193109218,102434.76997025427,113538.56878730947,105794.56662224291,163161.70660632447,,173159.29627670208,168572.77021150582,,121930.90298958075,217629.90758946212,166005.3676980517,140041.17134829084,109065.24772233581,121572.59828791408,138565.1493707274,125637.83674244164,113446.9990609336,,117648.59995096561,95249.79876224203,171633.2091821902,81397.85779248312,101448.83756144509,98825.29894134816,113394.1287074247,92416.31497065013,97896.978063181
2002-01-01,127068.75865718762,243112.27125181758,113672.79251331555,117514.32943486182,148089.63277455795,184039.64492506068,263312.42299421673,220152.18544876142,199612.53521855373,151830.21189139495,182796.9876220381,154107.605506958,201723.55076696488,212117.21392927962,137011.62026803437,140753.90949036958,176845.20575144267,,175011.8753727843,134996.7156245655,197859.28272031408,134884.94383634822,166675.50555862059,145358.43997956906,102726.88913133577,114191.52570326753,105843.63561553932,164432.83872092352,,174034.7207996212,169513.02453631922,,122238.01314299782,218407.57292034943,167688.7104699111,141177.6648043082,109213.5618052853,121743.53039832623,139194.36166028972,125894.41236237035,113757.97520746842,,117937.19310429745,95461.05859079164,172433.6786903003,81490.24059274553,101855.71565361903,98966.71913997311,113529.07995531576,92642.4799792588,97991.29417417962
2002-02-01,127950.73829974746,244624.95688176784,114169.38319540022,117602.3685362963,149068.03536861084,185388.50720121097,265463.2745225428,220588.33509054346,200750.74098742745,152322.51028528638,182714.1557431037,154802.16117052897,203895.4844174968,213972.15682742154,137531.06987026206,140945.57770921363,178579.59673150876,,176223.0019367109,136346.31697089048,198589.77561248885,135149.520362684,167184.27346030567,145849.94358826373,102919.22063890996,114812.81065447537,105830.0507776598,165493.7641782234,,174805.65287234358,170458.00667991396,,122581.86085963534,219419.48392502146,169426.70495043506,142302.58523658066,109373.74326915776,121928.48474309903,139777.02687721848,126048.92653973289,114056.50008365762,,118174.05906931909,95671.02145871618,173074.3424226696,81699.23587492658,102195.4442126683,99014.52969854294,114012.3175033183,92921.37641555916,98141.74630630335
2002-03-01,128813.053116018,246395.51725357884,114687.1527327181,117822.9820303041,150094.33321914068,186532.47036022626,267654.24660250306,221212.37627141617,202064.01572982882,152857.1757518725,182766.01372582573,155646.02513399653,205912.61143468678,215867.37832536025,137988.02883011967,141127.95026813462,180119.34015713504,,177438.98511922194,137773.231140959,199231.62922836095,135352.54743507583,167682.0946882544,146296.6456689374,103016.87413896288,115348.23031554338,105655.57005034888,166472.07958395735,,175653.95312931898,171466.44765313537,,122981.69499806066,220579.18736549388,171126.79053760847,143462.8619178649,109508.65481970418,122120.0406280755,140308.37458082536,126183.17922955449,114427.7315079795,,118401.67177237493,95868.07814902406,173608.12921892502,81995.44351629069,102500.09636122931,99056.09977855544,114396.19831065858,93185.1230498322,98331.99218360499
2002-04-01,129783.31655633262,248784.62519800456,115256.9238861398,118210.94165150369,151254.13123245043,187660.15498263016,269986.33292693604,222022.39567808327,203613.98931220916,153451.0640928994,182896.62481042134,156433.9158608876,208254.43922983026,217777.16641720408,138322.88031699252,141247.92619325235,181753.39700220854,147783.56684195637,178804.67621717043,139241.09638313626,199818.95949383965,135572.88906877168,168197.47581259554,146773.507529184,103279.78365927741,115858.81296347895,105504.30346153387,167404.0322894101,,176620.86531261625,172523.8308613481,,123452.67272683245,222065.95985044146,173078.28126714044,144580.50290258633,109661.4131794718,122293.32222355231,140817.2556840425,126308.11129779463,114730.41893573197,135694.1573667437,118631.76669428432,96070.26106845615,174484.25745254869,82250.1489708937,102783.966025243,99013.29930841061,114660.34981225159,93464.63436584325,98552.94169211904
2002-05-01,130847.88752943331,251574.1875841763,115879.49800275423,118668.00365771605,152448.54021257407,188862.27466783673,272504.2344344543,222937.70249407738,205446.5262564812,154053.82263242852,183010.61706836734,157269.42586307818,210890.55922695893,219758.21420361803,138664.78380042184,141434.16529434582,183320.168799718,146469.97379346908,180513.79537057117,140639.14888095052,200333.5179169681,135817.5680258751,168850.4888573064,147259.95651747266,103676.07016121142,116392.63957746066,105540.61884800578,168611.8305040217,,177711.35277804756,173570.32246828175,,124318.46228155291,223379.8118321045,175350.47701952164,145628.19028081384,109855.87604097782,122486.7157073707,141354.2834429671,126528.6461113831,115151.21267595112,135924.61304361676,118904.27082862805,96257.49091247172,175270.7433083366,82467.15756360417,102796.75382011129,99124.99467035294,114767.80442234695,93710.08326719193,98838.92332794335
2002-06-01,131960.95194015084,254669.2218378157,116564.96656806697,119180.0795824591,153767.81243865553,190258.12236523323,275121.7654379828,223712.90481392492,207537.04325817103,154731.62728373657,183111.66277608788,158093.48581110744,213819.6007286536,221982.4922606171,139043.08265150007,141629.51374436126,185072.4457400268,145871.4104172044,182472.86314776874,142095.12962342578,200794.0111992559,136179.0285408615,169630.6606561305,147758.20848643617,104192.72087637537,117008.14809663485,105809.83365128552,169850.66921069202,,178630.9205299898,174684.87959100513,,125138.56681128446,224827.85820745374,177869.9499321247,146651.95370620038,110097.86639933795,122708.19009487954,141937.85102208875,126764.58506908592,115485.12311937398,136026.69424171138,119209.35207596002,96465.83719219582,175905.11172902177,82675.47370443736,102725.18888828787,99315.03118291851,115133.55763728364,93960.94682353527,99180.45284599543
2002-07-01,133094.15630657482,258249.82825807226,117332.118610513,119700.59920537045,155167.91093724268,191757.50869883157,278082.376740992,224465.64288355768,209763.32151477505,155465.03621734586,183209.96277886655,159084.3101576812,216683.81489402906,224480.27195568045,139410.3456832161,141896.1592550258,186839.65177402008,144957.17880283837,184650.06300973133,143561.11570878184,201378.43449329477,136544.96345558742,170484.38695278068,148228.35878704567,104655.32667508868,117676.30468847732,106176.36222422474,171200.0364776056,,179471.15146548118,175828.34611229555,,126002.99701700693,226595.7872556774,180690.41667017862,147575.10343063713,110379.14969492283,122967.64646109536,142550.23782282326,127101.25668445008,115852.67010384372,136377.3993800104,119565.65497905943,96724.97701301238,176475.47646715338,82932.83010369034,102623.99169126847,99646.4335619113,115572.5116700522,94229.0617972068,99576.79008543846
2002-08-01,134305.2192431851,262104.24702713444,118197.95248305281,120250.66061470534,156661.23386785085,193431.74869262948,281224.42580030236,224997.97851916947,211935.03465411192,156299.44495258026,183238.45434918485,160345.11559931954,219392.55121118578,227529.34043679936,139824.33431787585,142160.83116963357,188881.38546690752,145040.23517840888,186882.71804904926,144944.68543533023,202080.3885661671,136884.31207353182,171194.13789227963,148680.82041646933,105061.1223205016,118291.61516675755,106367.75344678637,172423.42799607504,,180252.71369980407,177064.39155177146,,126164.97195613355,228878.7050946886,184021.24998268796,148428.28422031642,110632.02527050574,123205.4873840164,143235.8817380079,127426.5499340775,116168.46122902447,136759.77564815906,119937.34661357712,97010.00645097539,177067.4174407434,83232.25726761279,102602.968093004,99946.26989973063,115977.83392117418,94513.54635977856,99923.45186317568
2002-09-01,135503.36591845631,265998.3419810266,119096.4599945321,120735.45428756217,158154.37250166456,195156.7541859401,284688.3295043072,225552.95468898257,213875.91629393716,157020.32981315244,183111.11871096332,161739.57634958837,222208.06014033724,230916.76861654854,140218.32144126084,142427.90666037312,191052.88468386707,145629.96450790114,189066.66899942848,146269.51166050948,202778.0745746994,137210.4284667032,171810.3643361927,149143.96305691788,105376.22512353394,118918.16572230542,106404.07900298359,173694.9093393108,,180977.96919182196,178226.15680564966,,126286.43509168322,231633.5157383037,187977.13645315022,149170.6236531753,110900.47278728582,123453.22414563775,143943.1022669129,127751.10458678716,116511.4323091926,137214.7781230396,120311.6592007929,97313.0789334136,177714.76459316278,83531.17203766237,102630.96670192266,100296.3431148196,116491.98707024929,94821.63473606012,100278.79970878207
2002-10-01,136699.94142713593,269693.73733738187,119976.72636821667,121151.48419177579,159603.121290443,196876.5976131117,288681.48855249933,226108.15808887468,216161.62749580733,157744.0555290179,182749.0438054961,163241.97005539792,225224.4329858482,234479.45107249354,140681.19248118487,142691.6439986122,193437.49847352025,146160.40161345052,191148.99401464907,147479.0507149075,203460.64676134675,137544.34592161683,172385.2034786398,149630.72861840026,105728.90346179048,119592.33456263947,106553.39001445977,174930.98829234185,,181887.47277474625,179418.4596662433,,126395.84730542445,234340.97195546402,191847.87827971127,149949.99882639546,111168.74377439528,123737.87796222426,144730.9687585086,128057.80486595188,116887.44664124017,137614.7849797185,120686.72377435392,97602.07056387297,178227.83737087468,83917.29549956541,102662.94967194319,100714.61594334464,116841.39861968615,95118.03520812817,100673.07609647735
2002-11-01,137836.6732747745,273314.2283303949,120733.9508865847,121505.58185512807,160967.1296521614,198547.75864575978,292878.2235821712,226631.11356435108,218740.1713435852,158398.15818590598,182497.99646920452,164284.18545929182,228849.04135198393,237768.55125773212,141125.06186144263,142933.4696119037,195723.7551338201,146621.7546151915,193055.4040153511,148741.85610537473,204102.48970328318,137827.49652397222,173061.13618478802,150073.8293998314,106124.8613813289,120290.44962942244,106779.71760267351,176198.6238204802,,182993.95282184938,180597.6383088521,,126828.15825710497,236802.63650802555,195170.90408367524,150777.69530466388,111452.32064798714,124017.60401000339,145463.59312931,128386.16256486908,117247.77673766231,137981.27124567793,121075.39792329403,97885.54823038093,178822.29068743112,84178.23033713766,103193.34864100367,101100.34742643077,117069.86760234596,95406.4832937102,101081.42023016234
2002-12-01,139068.20380550763,276884.39028624876,121454.30758145107,121807.28467543243,162233.27006794114,200278.24948720832,296884.5631716927,226917.0384245656,221264.61180891018,159121.04354157162,182256.4180636591,165185.60508072024,232630.74613449295,240841.59532722188,141574.50635212977,143181.61841812948,198000.25804185274,146851.39845926233,194979.77809362407,150032.76624874023,204588.58848314523,138001.27067444424,173737.41662148116,150447.41319211476,106566.49378736562,120927.00916425348,107062.32139848283,177573.82914199834,,184242.44002768936,181884.72242964967,,127358.13943897915,238760.09902705843,197880.71921459897,151679.65416317046,111741.31934003736,124291.63490544695,146174.01414989796,128724.07176676225,117637.19897080043,138305.08411946936,121461.09215946293,98134.75012664916,179457.1947324224,84372.13223160675,103773.73379696686,101414.21737844699,117194.24641497245,95677.58686572615,101467.61124662908
2003-01-01,140282.26634513415,280039.0330713087,122144.33694071427,122038.62339123637,163345.40010292604,201968.53228982553,300121.5148174372,227011.89515925408,223374.70929530053,159796.8820537336,182084.98059411478,165900.14935774865,236047.81150086768,243783.51801381356,141996.70882175246,143422.3319585257,200175.02739417026,147199.25197903227,196780.2723691857,151430.59550408192,205136.2697268159,138133.40333100143,174385.29410054852,150764.39634894172,106948.2709977773,121476.90684574633,107155.14143670756,178957.23398116138,,185474.28588331817,183234.11808143024,,127892.91359567297,240817.5016972943,200395.5979179459,152585.71804931652,111992.45369569969,124494.55647957111,146761.93709847704,129055.76515215884,118058.57193024289,138634.92380316765,121813.95769649895,98357.3480654733,179879.83512257514,84479.07082881224,104385.71317381198,101575.52399217895,117669.28742231509,95920.10065220868,101734.24263179729
2003-02-01,141529.8872938583,282980.14534319186,122838.41638220655,122191.31151358776,164467.34557107106,203612.9869201912,303095.38132189045,227064.88679994454,224980.05279118117,160514.57685088797,182039.84865519102,166792.5933784299,238989.98519495805,246636.05887350874,142364.6175128585,143642.34267268414,202364.16678960482,147596.98945391478,198610.2449003698,152759.4403644515,205679.4940039684,138333.20520858065,174971.06688187295,151055.35262070197,107269.56745798829,122020.98537022989,107167.82857078467,180223.3110017047,,186692.99396930114,184689.12099404645,,128360.47301860248,243297.6259348068,203062.0817730124,153543.3401448163,112275.71555345309,124726.24411579776,147313.90447264086,129416.55834221817,118484.82339319831,138887.54428517807,122137.28661679132,98593.40539305312,180156.30602864226,84766.2694398542,104697.55465465497,101714.36085659692,118532.94112413394,96164.67478081126,102016.04021833888
2003-03-01,142809.2709047375,286095.533138041,123501.83000024135,122363.90344739653,165658.8827903689,205367.8809705129,306055.08767607436,227355.24569562994,226711.12423096682,161174.69431406842,181983.3756560321,167643.39772975422,241700.71970098256,249410.058576614,142587.7956368519,143847.44261103313,204604.1700795459,147906.94433499462,200441.7571230918,153959.9049863274,206519.69645054848,138427.75772438708,175599.4785171717,151372.6012912843,107511.39189189272,122550.59836702638,107126.91963129009,181375.2621512646,,188026.74115337874,186221.12131303884,,128713.96982860123,246306.80547110582,205938.16647677807,154507.91223955574,112566.04484621312,124945.54749553766,147927.55279318144,129765.96315078069,118969.81694467843,139083.19104677733,122430.30580207659,98842.01237769042,180334.37888537894,85136.38473508581,104691.72487878926,101915.23916919764,119115.6768570571,96430.28533605083,102295.58805625647
2003-04-01,144234.69053467966,289716.73731715983,124203.223501116,122566.35533370927,167047.16026282552,207096.9564630917,309264.44042468356,227708.9486405102,228675.60953160227,161908.23597973745,182116.11022044197,168587.1546132411,244751.4362390053,252161.397945022,142794.46075959704,144020.5084695123,206677.87841588573,148283.809461835,202441.75603670176,154948.42696302664,207453.20584921373,138791.26715713894,176296.42108793664,151690.5255175924,107754.8586652868,123086.78880787462,107167.34826663024,182467.10712570648,,189412.8966912881,187830.088702878,,128845.52017796134,249386.8194329692,208955.95425511603,155419.47164867338,112924.56171512794,125208.27315691444,148588.08424053053,130044.54201231366,119395.73201725127,139219.52173532677,122734.1030664709,99105.68493692849,180758.39646398244,85545.78266848328,104341.79871563171,102201.98930414462,119386.90338413558,96745.14090913151,102641.21828015042
2003-05-01,145740.3198635,293738.32789514546,125061.76057974219,122796.0443481177,168576.1730539186,208866.40628077323,312481.32113648957,227975.99429753344,231070.64698259332,162665.90671720318,182281.90659810486,169469.33503937753,248015.39573826082,255030.80800331998,143154.03921453631,144223.12647169793,208895.9670110154,149050.71068647935,204658.74214104214,156257.29725622362,208625.07971628904,139244.7189672659,177105.05175054978,152005.91591172633,108017.13515648514,123683.51916378098,107334.48082103627,183703.769014259,,191025.65144192506,189508.0174985102,,128872.99481941847,252664.5498844669,212225.49145130115,156377.18165895305,113243.6460476085,125494.1783475151,149414.73134703943,130326.61843280605,119933.63474032254,139421.90678066268,123059.28967415068,99377.56747865606,181587.2496274259,85947.60165187177,104120.3461812215,102493.06982683581,119203.34274441167,97037.71878619851,103059.82960167988
2003-06-01,147234.24549268445,297458.1742093633,126098.72297849694,123027.51523234161,170198.92793780428,210621.2327113857,315405.1870527251,228107.93238568728,233554.0917164218,163503.62584319813,182610.00292928983,170335.44444829243,251403.67637140537,258124.67013124,143661.08226262868,144426.7287943051,211026.01368567484,150141.68643475903,207198.69252665283,157730.25703494865,209800.78797614443,139828.70502918668,178014.9854029735,152304.99766833917,108331.89359540696,124359.74392380193,107635.71668344915,184916.8581032726,,192647.71056068622,191122.48700116473,,128968.40780940594,256101.59673530763,215784.57970537114,157396.2948608992,113532.71316225656,125818.48568987228,150338.29676071162,130654.34192869962,120386.73342472705,139808.21583150057,123448.59893899593,99651.39065656431,182774.53034840626,86358.43963066397,104180.58264148359,102743.19284218003,119291.10767512133,97298.97985648777,103509.20953562735
2003-07-01,148713.27936616386,301385.4279494698,127237.63444209799,123255.7638189029,171973.63226410537,212462.11873495308,317818.66097561154,228252.78235174096,236013.24265591687,164373.1943391954,182858.13736821312,171157.02102664873,254748.2658158435,261410.79625174616,144199.8440290289,144675.72256675336,213157.26177712993,151204.7051334656,209937.59724043802,159481.43808786685,211028.48688321604,140256.98306520737,179049.76830713474,152604.48076802646,108723.75153703454,125060.23173025953,107987.72454721073,186224.30978868113,,194507.45381523672,192732.27047723983,,129238.29456207443,259559.1839659406,219687.85116506927,158502.74071846742,113806.63603419298,126147.10259800345,151391.26640746972,131124.4739231773,120945.01464461662,140347.6121248101,123895.54520057091,99936.27357437533,184654.23256980264,86785.95631038588,104724.14411392702,102854.80172875791,119584.0619864746,97536.47271922091,104006.41853088827
2003-08-01,150225.53428218226,305521.66193291504,128336.06198303161,123521.1087243886,173808.5210032265,214552.06191584523,320120.04177562904,228453.83825869765,238284.4141717356,165307.9037156006,183012.3091297208,172322.68628911863,257937.85190064696,264842.867228406,144739.07569142044,144983.84267870945,215166.33220360024,152058.77394200428,212767.65291177665,161347.86656921578,212424.08327018525,140636.12775476972,180200.5107687815,152972.92528276079,109205.23792457713,125755.602141905,108297.00830417633,187484.14322866674,,196452.6760246096,194388.541182805,,129752.96457642049,263071.3671616312,223279.73221327222,160075.39000983318,114101.7532204868,126489.52439778742,152596.82921522806,131609.63043728637,121442.27269010345,140953.0158449662,124418.28099776006,100229.87869657658,186320.9908318415,87102.41511437322,105296.45565487877,103083.23708412146,120210.72899128248,97807.02110447576,104456.58952667784
